26, n028-end, 2094957773699961439/9007199254740992
22, n028-init, 2094957773699961439/9007199254740992
43, n014-end, 2099115315545872695/9007199254740992
55, n028-init, 2099115315545872695/9007199254740992
13, n017-init, 2099115315545872695/9007199254740992
33, n009-init, 2100291739976159179/9007199254740992
78, n007-init, 2102519157998196085/9007199254740992
78, n007-end, 2104228402099456601/9007199254740992
33, n020-init, 2107419320999431979/9007199254740992
33, n021-init, 2107441285834426573/9007199254740992
6, n004-init, 2108280883688084861/9007199254740992
26, final, 1055161054399967441/4503599627370496
54, n021-end, 1055907900088467503/4503599627370496
7, n004-end, 2114833146541181269/9007199254740992
5, n004-end, 264835394423970907/1125899906842624
13, n017-end, 2125712293654245167/9007199254740992
14, n016-init, 2125712293654245167/9007199254740992
47, n004-end, 132936526643662211/562949953421312
3, n004-end, 2127874503505873743/9007199254740992
13, n009-init, 1066801933059311591/4503599627370496
33, n020-end, 2134049155649486275/9007199254740992
5, n007-init, 2136333760706216855/9007199254740992
13, n009-end, 1068542050206900261/4503599627370496
33, n009-end, 2137094085242196787/9007199254740992
7, n004-init, 66821510016495777/281474976710656
13, n020-init, 2140320125828424743/9007199254740992
13, n021-init, 2143424041076336805/9007199254740992
49, n004-end, 1072137238816359829/4503599627370496
3, final, 2144360304020700673/9007199254740992
11, n004-end, 536796719168511551/2251799813685248
8, n004-end, 1073934570185002231/4503599627370496
14, n016-end, 2150832021233256815/9007199254740992
12, n016-init, 2150832021233256815/9007199254740992
33, n021-end, 2152012940911100365/9007199254740992
13, n020-end, 2153324043298041379/9007199254740992
47, n004-init, 2156261651922242963/9007199254740992
5, n007-end, 2156893047539480275/9007199254740992
49, final, 1080611240767260983/4503599627370496
7, n004-end, 16927161489898455/70368744177664
12, n016-end, 2171216132286403511/9007199254740992
1, n014-init, 2171216132286403511/9007199254740992
8, n004-init, 2173456558415082157/9007199254740992
14, n011-init, 2173591669065294055/9007199254740992
16, n004-end, 271921608015605375/1125899906842624
19, n004-end, 2178130693191080969/9007199254740992
11, n004-init, 2178849184110116457/9007199254740992
13, n021-end, 2179287748560467665/9007199254740992
1, n014-end, 2180271586652747725/9007199254740992
78, n014-init, 2180271586652747725/9007199254740992
18, n004-end, 2181479380065739143/9007199254740992
22, n028-end, 2185530566525934959/9007199254740992
35, n028-init, 2185530566525934959/9007199254740992
12, n011-init, 2187550033391520823/9007199254740992
78, n014-end, 2189503178263091041/9007199254740992
42, n028-init, 2189503178263091041/9007199254740992
43, n017-init, 2189503178263091041/9007199254740992
7, n004-init, 2190531155216562395/9007199254740992
4, n004-end, 2193666940494286331/9007199254740992
47, n004-end, 2193957051019311659/9007199254740992
16, n004-init, 2195742580786837325/9007199254740992
18, final, 2198880655831920257/9007199254740992
22, final, 551595351965424537/2251799813685248
5, n014-init, 1104507194504521795/4503599627370496
47, final, 1104507194504521795/4503599627370496
19, n004-init, 2209797019037971565/9007199254740992
13, n027-init, 2210906433696668479/9007199254740992
4, final, 2213730371799434711/9007199254740992
43, n017-end, 2214738298259738273/9007199254740992
1, n016-init, 2214738298259738273/9007199254740992
2, n004-end, 2214780420518313837/9007199254740992
5, n014-end, 554662644763998995/2251799813685248
78, n016-init, 554662644763998995/2251799813685248
43, n009-init, 2223230187666937597/9007199254740992
43, n009-end, 2225670249209163273/9007199254740992
78, n016-end, 1112908309880078451/4503599627370496
43, n020-init, 1116213128751234345/4503599627370496
43, n021-init, 2233280082764001431/9007199254740992
1, n016-end, 2234516390457259517/9007199254740992
5, n017-init, 2238932556788767389/9007199254740992
14, n011-end, 2241602778838029599/9007199254740992
43, n020-end, 1120931235920538821/4503599627370496
12, n011-end, 2243686502026768583/9007199254740992
2, n004-init, 2244791401796203265/9007199254740992
78, n011-init, 1124118930913137937/4503599627370496
6, n004-end, 2251425365900257309/9007199254740992
1, n011-init, 563352470185740843/2251799813685248
14, final, 1129704244650125837/4503599627370496
24, n004-end, 2261947428754415851/9007199254740992
12, final, 2261947428754415851/9007199254740992
27, n028-end, 1131640002706687157/4503599627370496
31, n028-init, 1131640002706687157/4503599627370496
55, n028-end, 2264062354058093527/9007199254740992
15, n028-init, 2264062354058093527/9007199254740992
5, n017-end, 2266789390254005037/9007199254740992
43, n021-end, 2271942973814116415/9007199254740992
5, n009-init, 2276790227240480367/9007199254740992
11, n004-end, 2276890836630113753/9007199254740992
54, n028-init, 1139918640848481639/4503599627370496
55, final, 1139918640848481639/4503599627370496
6, n004-init, 142677591183513273/562949953421312
27, final, 571471751239109409/2251799813685248
5, n020-init, 2286008345522134975/9007199254740992
5, n021-init, 2287015308482719033/9007199254740992
5, n021-end, 2287015308482719033/9007199254740992
8, n004-end, 2294733001988624221/9007199254740992
24, n004-init, 2295720898928288507/9007199254740992
5, n020-end, 2299684279787039343/9007199254740992
5, n009-end, 2305083672965832047/9007199254740992
11, n004-init, 72051133927697567/281474976710656
1, n011-end, 577841338316926519/2251799813685248
8, final, 2312729612504675537/9007199254740992
78, n011-end, 1158360924779942657/4503599627370496
1, final, 2328775795073723921/9007199254740992
9, n004-end, 291560464006170293/1125899906842624
78, final, 1168544909433746261/4503599627370496
35, n028-end, 2338177373735881519/9007199254740992
33, n028-init, 2338177373735881519/9007199254740992
13, n027-end, 2339686865041327807/9007199254740992
43, n027-init, 2339686865041327807/9007199254740992
16, n004-end, 2349193640818239693/9007199254740992
9, n004-init, 2354567677449164907/9007199254740992
35, final, 588931240816860067/2251799813685248
13, final, 1179236882029419957/4503599627370496
5, n028-init, 2369444367832741435/9007199254740992
16, n007-init, 2369444367832741435/9007199254740992
7, n004-end, 2381740574667824091/9007199254740992
6, n004-end, 74608552473465739/281474976710656
7, n004-init, 2411908853308776669/9007199254740992
16, n007-end, 2414730502281677003/9007199254740992
6, n004-init, 75484072308890795/281474976710656
31, n028-end, 1211003336060135509/4503599627370496
16, n014-init, 605791860276517213/2251799813685248
42, n028-end, 2425245001477725121/9007199254740992
16, n014-end, 1215235860028460669/4503599627370496
33, n028-end, 2432471941293914015/9007199254740992
42, final, 2444336374909089507/9007199254740992
31, final, 2445351055232367289/9007199254740992
16, n016-init, 1222688950544030711/4503599627370496
33, final, 2452390369136727003/9007199254740992
16, n016-end, 1227530878694348051/4503599627370496
2, n004-end, 2468075728009575265/9007199254740992
16, n011-init, 1235114545085239499/4503599627370496
43, n027-end, 2470353403909929903/9007199254740992
24, n004-end, 2474989474327540059/9007199254740992
54, n028-end, 1237521552692780503/4503599627370496
19, n004-end, 2475314481260958221/9007199254740992
2, n007-init, 620642597943266979/2251799813685248
11, n004-end, 77679800295979623/281474976710656
43, final, 2488314499280761503/9007199254740992
15, n028-end, 2488534369565195671/9007199254740992
5, n028-end, 2490537154613479323/9007199254740992
54, final, 2494188965857188989/9007199254740992
24, n004-init, 1248799249945482343/4503599627370496
11, final, 2498129839273791203/9007199254740992
19, n004-init, 2502510723912821065/9007199254740992
15, final, 1253527156795699187/4503599627370496
5, final, 1253908111837895747/4503599627370496
2, n007-end, 630603169641219087/2251799813685248
16, n011-end, 1267869450355086483/4503599627370496
2, n014-init, 634707674511268165/2251799813685248
2, n014-end, 39827546430471781/140737488355328
16, final, 1277935875660019987/4503599627370496
2, n017-init, 2563061200518911391/9007199254740992
7, n004-end, 2580007510840231389/9007199254740992
2, n017-end, 2589493034238677511/9007199254740992
9, n004-end, 2594372197887649931/9007199254740992
7, n007-init, 1298268277532090815/4503599627370496
2, n009-init, 2600121454650161139/9007199254740992
6, n004-end, 20327621526827789/70368744177664
2, n020-init, 2602811737238465525/9007199254740992
2, n021-init, 1302043664730420015/4503599627370496
2, n021-end, 1302043664730420015/4503599627370496
24, n004-end, 1306005999032174703/4503599627370496
9, n007-init, 2614981797956043277/9007199254740992
2, n020-end, 2616685924031277307/9007199254740992
2, n009-end, 2621772272804764023/9007199254740992
7, n007-end, 1311669316146718245/4503599627370496
19, n004-end, 2629091236911502457/9007199254740992
7, n014-init, 2632860520905516113/9007199254740992
6, n004-init, 1316511226182513707/4503599627370496
24, n004-init, 2639129618874385669/9007199254740992
7, n014-end, 2642499846766497391/9007199254740992
2, n028-init, 330479447305264541/1125899906842624
19, n004-init, 2657258553714446817/9007199254740992
7, n016-init, 2661420212722385809/9007199254740992
9, n007-end, 2664128285743545685/9007199254740992
7, n016-end, 2683770456236075113/9007199254740992
9, n014-init, 2683770456236075113/9007199254740992
9, n014-end, 2694004364537377553/9007199254740992
19, n004-end, 2699795952914886625/9007199254740992
7, n011-init, 2703524101793324291/9007199254740992
9, n017-init, 2712470772518695029/9007199254740992
19, n007-init, 2714566339508344877/9007199254740992
9, n017-end, 2730578654136526153/9007199254740992
9, n009-init, 2736527901181998119/9007199254740992
9, n009-end, 2740460785862839075/9007199254740992
9, n020-init, 2748188711861421423/9007199254740992
19, n007-end, 2750343094937108169/9007199254740992
9, n021-init, 2753907539174127395/9007199254740992
19, n014-init, 1379690350081838359/4503599627370496
19, n014-end, 1384582505130633701/4503599627370496
7, n011-end, 2771274453147635091/9007199254740992
9, n021-end, 2776801327489814647/9007199254740992
9, n020-end, 2786091450365878959/9007199254740992
2, n028-end, 348605309905523945/1125899906842624
7, final, 348605309905523945/1125899906842624
19, n017-init, 349433095449171595/1125899906842624
19, n017-end, 350376943717536771/1125899906842624
2, final, 1403431044284908521/4503599627370496
19, n009-init, 1404621689832549377/4503599627370496
9, n027-init, 1405120366984581231/4503599627370496
19, n021-init, 1410180610261555125/4503599627370496
19, n009-end, 1410488302508685009/4503599627370496
19, n020-init, 705507973096893133/2251799813685248
19, n020-end, 705507973096893133/2251799813685248
6, n004-end, 1439432744627941675/4503599627370496
9, n027-end, 1446272458939641871/4503599627370496
6, final, 1448149267664499779/4503599627370496
24, n004-end, 2898046785627483237/9007199254740992
9, final, 1455720983403240947/4503599627370496
24, final, 2915456482074965271/9007199254740992
19, n021-end, 1466066593462733413/4503599627370496
19, n028-init, 2959834683979846603/9007199254740992
19, n028-end, 3129447451706023275/9007199254740992
19, final, 1572898727747857937/4503599627370496
